,name,category,chain,chains,currentChainTvls
1363,CroLend Finance,Lending,Cronos,['Cronos'],"{'Cronos-borrowed': 0, 'Cronos': 0, 'borrowed': 0}"
1364,Exactly,Lending,Ethereum,['Ethereum'],"{'Optimism': 645734.24351, 'Ethereum': 1176102.51561, 'Optimism-borrowed': 1129530.49116, 'Ethereum-borrowed': 629225.62082, 'borrowed': 1758756.11198}"
1365,HeliSwap,Dexes,Hedera,['Hedera'],{'Hedera': 5724354.33502}
1366,Sculptor Finance,Lending,Binance,['BSC'],"{'pool2': 578.1768, 'BSC-borrowed': 6584.09663, 'BSC-pool2': 578.1768, 'BSC': 11429.73913, 'BSC-staking': 5561.02909, 'borrowed': 6584.09663, 'staking': 5561.02909}"
1367,Debets,Prediction Market,Polygon,['Polygon'],"{'Polygon': 7230.10998, 'Fantom': 0.49029}"
1368,Llamalend,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 51401.27863, 'Ethereum-borrowed': 118310.15115, 'borrowed': 118310.15115}"
1369,MetaTdex,Dexes,Binance,['Heco'],"{'BSC': 4020.57976, 'Heco': 489043.96899, 'Polygon': 53442.26583}"
1370,MUX Derivatives,Derivatives,Ethereum,['Arbitrum'],"{'BSC': 1352075.55901, 'Optimism': 943062.28015, 'Avalanche': 804703.55306, 'Arbitrum': 11613764.35496, 'Fantom': 739062.85552}"
1371,NFTfi,NFT Lending,Ethereum,['Ethereum'],{'Ethereum': 29875236.95713}
1372,OPX Finance,Derivatives,Optimism,['Optimism'],{'Optimism': 565610.18639}
1373,BarnSwap,Dexes,MUUCHAIN,['MUUCHAIN'],{'MUUCHAIN': 21676.96528}
1374,Helix,Dexes,Injective,['Injective'],{'Injective': 7944457.96608}
1375,Arbor Finance,Lending,Ethereum,['Ethereum'],{'Ethereum': 571311.48769}
1376,Snowflake Exchange,Dexes,Polygon,['Polygon'],"{'BSC': 30120.96906, 'BSC-staking': 0, 'Polygon': 129026.02841, 'Polygon-staking': 7192.31846, 'staking': 7192.31846}"
1377,Orderly Network,Dexes,Near,['Near'],{'Near': 6479977.8301}
1378,Kava Boost,Farm,Kava,['Kava'],{'Kava': 277787.82775}
1379,Weld Finance,Farm,Kava,['Kava'],"{'Kava': 321121.25587, 'Kava-staking': 0, 'pool2': 0, 'staking': 0, 'Kava-pool2': 0}"
1380,Sigmausd,Algo-Stables,Ergo,['Ergo'],{'Ergo': 2002608.79369}
1381,KSwap,Dexes,Kava,['Kava'],{'Kava': 61055.8062}
1382,3xcalibur,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 4785367.8297}
1383,Sentiment,Leveraged Farming,Arbitrum,['Arbitrum'],{'Arbitrum': 7948949.75181}
1384,Cetus,Dexes,Aptos,['Aptos'],{'Aptos': 110647.9235}
1385,Joe V2,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 28873891.26177, 'Arbitrum': 6979361.50892}"
1386,Crypto Lottery,Prediction Market,CSC,['BSC'],"{'KCC': 2.754, 'BSC': 163.43694, 'CSC': 0, 'Avalanche': 1.732, 'Polygon': 48.8376, 'Celo': 0.65428}"
1387,Perp88,Derivatives,Polygon,['Polygon'],{'Polygon': 517009.99508}
1388,BAO Baskets,Leveraged Farming,Ethereum,['Ethereum'],"{'Ethereum': 616026.68145, 'pool2': 1789571.70216, 'Ethereum-staking': 702767.51287, 'staking': 702767.51287, 'Ethereum-pool2': 1789571.70216}"
1389,POISON FINANCE,Synthetics,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 1203606.01396, 'Arbitrum': 310069.24396, 'staking': 1203606.01396}"
1390,EMDX,Derivatives,Avalanche,['Avalanche'],{'Avalanche': 39030.49546}
1391,Derify Protocol,Dexes,Binance,['BSC'],{'BSC': 28991.92838}
1392,LunaFi,Prediction Market,Polygon,['Polygon'],"{'Polygon': 334387.70765, 'pool2': 69615.65834, 'Polygon-pool2': 69615.65834, 'Polygon-staking': 593497.91724, 'staking': 593497.91724}"
1393,zkBob,Privacy,Polygon,['Polygon'],{'Polygon': 407075.58282}
1394,Bored Candy City,Dexes,Cronos,['Cronos'],"{'Cronos': 553346.65071, 'vesting': 0.02318, 'Cronos-staking': 516727.67613, 'Cronos-vesting': 0.02318, 'staking': 516727.67613}"
1395,Camelot,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 97381156.60369}
1396,Indigo,CDP,Cardano,['Cardano'],{'Cardano': 18690367.84704}
1397,Zharta,NFT Lending,Ethereum,['Ethereum'],{'Ethereum': 144332.94484}
1398,Step Exchange,Dexes,Step,['Step'],{'Step': 4221300.47607}
1399,Archly Finance,Dexes,Telos,['Telos'],"{'Optimism': 132302.29116, 'Kava': 20013.82829, 'Kava-staking': 11967.5282, 'Arbitrum Nova-staking': 11547.93364, 'Optimism-staking': 9127.35257, 'Arbitrum Nova': 28286.96211, 'Fantom-staking': 28687.71602, 'Telos-staking': 44438.08274, 'Arbitrum-staking': 33588.6316, 'BSC': 105362.78302, 'BSC-staking': 20971.1018, 'Polygon': 31973.80724, 'Telos': 227563.02551, 'Polygon-staking': 14687.01526, 'Arbitrum': 193560.42135, 'Fantom': 70582.92073, 'staking': 175015.36183}"
1400,OpenBook,Dexes,Solana,['Solana'],{'Solana': 4959666.27984}
1401,Jexchange,Dexes,Elrond,['MultiversX'],{'MultiversX': 66790.25224}
1402,KPerp Exchange,Derivatives,Kava,['Kava'],"{'Kava': 0, 'Kava-staking': 480761.47323, 'staking': 480761.47323}"
1403,Neptune Mutual,Insurance,Ethereum,['Arbitrum'],"{'Ethereum': 229867.56525, 'Arbitrum': 244264.57585}"
1404,SynFutures,Derivatives,Ethereum,['Polygon'],"{'BSC': 52617.51371, 'Ethereum': 14810.17188, 'Polygon': 70964.38948, 'Arbitrum': 34187.15505}"
1405,ParaSpace Lending,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 95193572.89246, 'Ethereum-borrowed': 22098270.32512, 'borrowed': 22098270.32512}"
1406,HoustonSwap,Dexes,Aptos,['Aptos'],{'Aptos': 147670.63763}
1407,Bitlend,Lending,Bittorrent,['Bittorrent'],{'Bittorrent': 174.84525}
1408,SwapFish,Dexes,Arbitrum,['Arbitrum'],"{'BSC': 72762.67043, 'BSC-staking': 0, 'Arbitrum-staking': 111201.70175, 'Arbitrum': 373147.43859, 'staking': 111201.70175}"
1409,Mummy Finance,Derivatives,Fantom,['Fantom'],"{'Optimism': 4376565.02143, 'Optimism-staking': 0, 'Fantom-staking': 0, 'staking': 0, 'Fantom': 14087717.8304}"
1410,Equalizer Exchange,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 8756713.22886, 'staking': 8756713.22886, 'Fantom': 33163039.24191}"
1411,JulSwap,Dexes,Binance,['BSC'],{'BSC': 938107.24273}
1412,Blur,NFT Marketplace,Ethereum,['Ethereum'],{'Ethereum': 134842003.14975}
1413,DefiEdge,Dexes,Ethereum,['Optimism'],"{'Optimism': 2514389.67766, 'Ethereum': 1672913.47858, 'Polygon': 369701.46538, 'Arbitrum': 797384.32553}"
1414,ABEL Finance,Lending,Aptos,['Aptos'],"{'Aptos-borrowed': 365673.29774, 'Aptos': 684861.8959, 'borrowed': 365673.29774}"
1415,EsdtMarket,Dexes,Elrond,['MultiversX'],{'MultiversX': 9476.43023}
1416,STON.fi,Dexes,TON,['TON'],{'TON': 545424.82234}
1417,Lodestar Finance,Lending,Arbitrum,['Arbitrum'],{'Arbitrum': 10.6846}
1418,BendDAO APE Staking,Staking,Ethereum,['Ethereum'],{'Ethereum': 25597421.11166}
1419,Polycat Dex,Dexes,Polygon,['Polygon'],"{'Polygon': 829570.99886, 'Polygon-staking': 19974.14372, 'staking': 19974.14372}"
1420,VaporDex,Dexes,Avalanche,['Avalanche'],{'Avalanche': 952181.0928}
1421,Nitron,CDP,Carbon,['Carbon'],{'Carbon': 1941618.13761}
1422,JediSwap,Dexes,Starknet,['Starknet'],{'Starknet': 535966.75409}
1423,10KSwap,Dexes,Starknet,['Starknet'],{'Starknet': 761062.25815}
1424,RBX,Dexes,Ethereum,['BSC'],"{'pool2': 0, 'BSC-pool2': 0, 'Ethereum-pool2': 0, 'BSC': 866837.0716, 'Ethereum': 56927.46206, 'BSC-staking': 181149.773, 'Ethereum-staking': 145656.47127, 'staking': 326806.24427}"
1425,El Dorado Exchange,Derivatives,Binance,['BSC'],"{'BSC': 1197925.27706, 'Arbitrum': 1050497.40145}"
1426,InfiniTORR,Dexes,Bittorrent,['Bittorrent'],{'Bittorrent': 1660.34533}
1427,KyotoSwap,Dexes,Binance,['BSC'],{'BSC': 1687511.21725}
1428,Level Finance,Derivatives,Binance,['BSC'],"{'BSC': 26309753.8783, 'pool2': 2503328.54541, 'BSC-pool2': 2503328.54541}"
1429,BonqDAO,Lending,Polygon,['Polygon'],"{'Polygon': 1157.86978, 'Polygon-staking': 65849.9106, 'staking': 65849.9106}"
1430,Gamut Exchange,Dexes,Kava,['Kava'],{'Kava': 12622.14036}
1431,Tender Finance,Lending,Arbitrum,['Arbitrum'],"{'Arbitrum-borrowed': 1221852.70091, 'Arbitrum': 1847526.59822, 'borrowed': 1221852.70091}"
1432,Dexit Finance Swap,Dexes,Dexit,['Dexit'],{'Dexit': 131326.6217}
1433,MahaLend,Lending,Ethereum,['Ethereum'],"{'Ethereum': 51458.06577, 'Ethereum-borrowed': 88519.34009, 'borrowed': 88519.34009}"
1434,Based V1,Algo-Stables,Fantom,['Fantom'],"{'Fantom-staking': 162808.49133, 'treasury': 118359.02301, 'Fantom-treasury': 118359.02301, 'staking': 162808.49133, 'Fantom': 680024.40579}"
1435,NEOPIN Pool,Dexes,Klaytn,['Klaytn'],"{'Polygon': 147051.06778, 'Klaytn': 3930182.57034}"
1436,Inverse Finance FiRM,CDP,Ethereum,['Ethereum'],{'Ethereum': 1049257.78991}
1437,mySwap,Dexes,Starknet,['Starknet'],{'Starknet': 764247.85191}
1438,Aptin Finance,Lending,Aptos,['Aptos'],"{'Aptos-borrowed': 66032.3128, 'Aptos': 328824.34547, 'borrowed': 66032.3128}"
1439,Proteo Defi,Farm,Elrond,['MultiversX'],"{'pool2': 0, 'MultiversX-pool2': 0, 'MultiversX': 4341173.17302}"
1440,RAIDSHIFT Marketplace,Dexes,Tron,['Tron'],{'Tron': 217.13715}
1441,OreoSwap,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 411889.62561, 'Arbitrum': 1961948.31263, 'staking': 411889.62561}"
1442,Y2K Finance,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 0, 'Arbitrum': 867145.56675, 'staking': 0}"
1443,ABcDeFX,Dexes,Echelon,['Kava'],"{'Echelon': 0, 'Kava': 12010.36418, 'KCC': 2036.22842, 'MultiVAC': 650.01541, 'Fantom': 88.45313}"
1444,Camel Farm,Farm,Arbitrum,['Arbitrum'],"{'pool2': 4.61736, 'Arbitrum-staking': 23.13693, 'Arbitrum': 34.78093, 'Arbitrum-pool2': 4.61736, 'staking': 23.13693}"
1445,Optim Finance,Lending,Cardano,['Cardano'],{'Cardano': 3026636.6318}
1446,Velvet.Capital,Indexes,Binance,['BSC'],{'BSC': 209770.53407}
1447,RociFi V2,Lending,Polygon,['Polygon'],"{'Polygon': 25182.44984, 'Polygon-borrowed': 20896.1218, 'borrowed': 20896.1218}"
1448,Contango,Derivatives,Ethereum,['Arbitrum'],"{'Ethereum': 0, 'Arbitrum': 94955.81408}"
1449,Metronome Synth,Synthetics,Ethereum,['Ethereum'],{'Ethereum': 2602999.11367}
1450,Bluefin,Derivatives,Arbitrum,['Arbitrum'],{'Arbitrum': 1273407.83483}
1451,Harbor Protocol,CDP,Comdex,['Comdex'],{'Comdex': 1179518.01789}
1452,KMex,Derivatives,Kava,['Kava'],"{'Kava': 478.19526, 'Kava-staking': 0.97238, 'staking': 0.97238}"
1453,Garble.Money,Privacy,Tron,['Tron'],{'Tron': 8258.407}
1454,Syrup Finance,Derivatives,Binance,['BSC'],"{'BSC': 2565.01697, 'BSC-staking': 50.07778, 'staking': 50.07778}"
1455,MessinaOne,Cross Chain,Algorand,['Ethereum'],"{'Ethereum': 221031.99577, 'Cronos': 481.21312, 'Algorand': 33153.09709}"
1456,Gyroscope Protocol,Dexes,Polygon,['Polygon'],{'Polygon': 91312.14183}
1457,Solidly V2,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 45386579.66822, 'Ethereum-staking': 84795993.75615, 'staking': 84795993.75615}"
1458,NestFi,Derivatives,Binance,['Ethereum'],"{'BSC': 1060742.07907, 'Ethereum': 19468798.98508}"
1459,cSwap,Dexes,Comdex,['Comdex'],{'Comdex': 1000802.19429}
1460,Tegro Finance,Dexes,TON,['TON'],{'TON': 176708.15417}
1461,Pulsar Swap,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 433329.04435, 'Arbitrum': 215462.01419}"
1462,Inbuilt Finance,Staking,Kava,['Kava'],{'Kava': 930.87939}
1463,Decryption,Dexes,Tlchain,['Tlchain'],{'Tlchain': 16430361.25185}
1464,Thena,Dexes,Binance,['BSC'],{'BSC': 99500988.94349}
1465,Polaris Finance,Dexes,Aurora,['Aurora'],"{'Aurora-staking': 223475.50879, 'Aurora': 471221.36815, 'staking': 223475.50879}"
1466,FootballManager,Gaming,Arbitrum,['Arbitrum'],{'Arbitrum': 0}
1467,SugarSwap,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 2.45112, 'Arbitrum': 13530.9461, 'staking': 2.45112}"
1468,Waterfall DEX,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 0, 'Arbitrum': 7017.38782, 'staking': 0}"
1469,BayMax,Derivatives,Avalanche,['Avalanche'],"{'Avalanche': 453075.05367, 'Avalanche-staking': 156600.30976, 'staking': 156600.30976}"
1470,Y2B Finance,Derivatives,Ethereum,['Ethereum'],{'Ethereum': 0}
1471,BullionFX,Dexes,Ethereum,['Ethereum'],{'Ethereum': 53823.78497}
1472,Lif3 Trade,Derivatives,Fantom,['Fantom'],"{'BSC': 273564.99138, 'Fantom': 1108120.6763}"
1473,Deflex,Dexes,Algorand,['Algorand'],{'Algorand': 65254.71614}
1474,Omax Swap,Dexes,Omax,['Omax'],{'Omax': 0.00436}
1475,DeltaPrime,Leveraged Farming,Avalanche,['Avalanche'],{'Avalanche': 11532121.13234}
1476,Tonic,Dexes,Near,['Near'],{'Near': 285174.11064}
1477,Forthewin Network,Dexes,NEO,['NEO'],{'NEO': 1210939.37096}
1478,MYSO,Lending,Ethereum,['Ethereum'],"{'Ethereum': 335280.69274, 'Arbitrum': 0}"
1479,GumBall Protocol,NFT Marketplace,Arbitrum,['Arbitrum'],{'Arbitrum': 677983.24791}
1480,DAM Finance,CDP,Ethereum,['Ethereum'],{'Ethereum': 245890.59207}
1481,BrightSide,Dexes,Milkomeda A1,['Milkomeda A1'],{'Milkomeda A1': 2109.15368}
1482,FlatCoin DEX,Farm,Tron,['Tron'],{'Tron': 126.17153}
1483,Zeniq Swap,Dexes,Zeniq,['Zeniq'],{'Zeniq': 1305513.70732}
1484,CALC,Services,Kujira,['Kujira'],{'Kujira': 40133.46281}
1485,Black Whale,Yield,Kujira,['Kujira'],{'Kujira': 216364.10804}
1486,FIN,Dexes,Kujira,['Kujira'],{'Kujira': 1673775.27106}
1487,Bow,Yield,Kujira,['Kujira'],{'Kujira': 2407537.05989}
1488,USK,CDP,Kujira,['Kujira'],{'Kujira': 2210218.95849}
1489,Tethys Perpetual,Derivatives,Metis,['Metis'],"{'Metis': 389573.07915, 'Metis-staking': 1132112.90657, 'staking': 1132112.90657}"
1490,xBacked,CDP,Algorand,['Algorand'],{'Algorand': 23474.94585}
1491,Commodo,Lending,Comdex,['Comdex'],"{'Comdex': 133378.20757, 'Comdex-borrowed': 41919.97045, 'borrowed': 41919.97045}"
1492,Metropolis,Dexes,Fantom,['Fantom'],{'Fantom': 17197.65753}
1493,Doglands Swap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 0}
1494,FunDex,Dexes,Optimism,['Arbitrum'],"{'Optimism': 43472.65319, 'Kava': 120108.84104, 'Arbitrum': 135507.05167}"
1495,Unlockd,Lending,Ethereum,['Ethereum'],"{'Ethereum': 197362.72722, 'Ethereum-borrowed': 33116.32597, 'borrowed': 33116.32597}"
1496,ZKasino,Prediction Market,Binance,['BSC'],"{'BSC': 92436.51236, 'Polygon': 20952.54239, 'Fantom': 13181.1085}"
1497,RubyDex,Derivatives,Arbitrum,['Arbitrum'],{'Arbitrum': 61622.80162}
1498,Pine Protocol,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 252888.57279, 'Ethereum-borrowed': 150986.16017, 'borrowed': 150986.16017}"
1499,WYND DEX,Dexes,Juno,['Juno'],"{'Juno-staking': 4633308.27774, 'Juno': 4115793.18221, 'staking': 4633308.27774}"
1500,Spice Finance,NFT Lending,Ethereum,['Ethereum'],{'Ethereum': 584011.00667}
1501,Cap V4,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 6500863.56474, 'Arbitrum': 1324037.20496, 'staking': 6500863.56474}"
1502,Zyberswap AMM,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 4643539.70463, 'Arbitrum': 18748314.61447, 'staking': 4643539.70463}"
1503,Cranium Exchange,Derivatives,Fantom,['Fantom'],"{'Fantom-staking': 0, 'staking': 0, 'Fantom': 156450.62334}"
1504,Bitindi Dex,Dexes,Bitindi,['Bitindi'],{'Bitindi': 1430498.80666}
1505,Obric,Dexes,Aptos,['Aptos'],{'Aptos': 8141.65897}
1506,AdaSwap,Dexes,Milkomeda,['Milkomeda C1'],{'Milkomeda C1': 67963.93507}
1507,Vela Exchange,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 18445910.05841, 'Arbitrum': 48703764.43425, 'staking': 18445910.05841}"
1508,MAPO,Cross Chain,Binance,['BSC'],"{'BSC': 394.83476, 'Polygon': 369.48063}"
1509,Perennial,Derivatives,Ethereum,['Arbitrum'],"{'Ethereum': 429578.22237, 'Arbitrum': 4778469.70993}"
1510,Djed Stablecoin,CDP,Cardano,['Cardano'],{'Cardano': 11244703.36002}
1511,Goledo,Lending,Conflux,['Conflux'],"{'pool2': 241803.16463, 'Conflux-pool2': 241803.16463, 'Conflux': 2079529.7083, 'Conflux-borrowed': 1571810.27003, 'borrowed': 1571810.27003, 'Conflux-staking': 809967.16907, 'staking': 809967.16907}"
1512,Stargaze,NFT Marketplace,Stargaze,['Stargaze'],{'Stargaze': 27012.79258}
1513,DPEX,Derivatives,Polygon,['Polygon'],{'Polygon': 57937.18979}
1514,Caviar,NFT Marketplace,Ethereum,['Ethereum'],{'Ethereum': 421359.84293}
1515,Libre Swap,Dexes,Libre,['Libre'],{'Libre': 2836761.10672}
1516,Liqwid,Lending,Cardano,['Cardano'],{'Cardano': 7355965.15238}
1517,SkullSwap V2,Dexes,Fantom,['Fantom'],{'Fantom': 228814.50057}
1518,Flux Finance,Lending,Ethereum,['Ethereum'],"{'Ethereum': 28165694.76319, 'Ethereum-borrowed': 10860597.60798, 'borrowed': 10860597.60798}"
1519,Umee,Lending,Umee,['Umee'],"{'Umee-borrowed': 2336519.71294, 'Ethereum': 654947.48284, 'Ethereum-borrowed': 10739.00311, 'borrowed': 2347258.71605, 'Umee': 7425788.46347}"
1520,cantOHM,Reserve Currency,Canto,['Canto'],"{'Canto-staking': 54.04705, 'staking': 54.04705, 'Canto': 771.4932}"
1521,Manifesto,Reserve Currency,Canto,['Canto'],"{'Canto-staking': 278.21983, 'staking': 278.21983, 'Canto': 0}"
1522,Phezzan Protocol,Dexes,zkSync,['Kava'],"{'Kava': 1.046, 'zkSync': 0, 'offers': 1013, 'zkSync-offers': 1013}"
1523,LendeXe Finance,Lending,Ethereum,['Ethereum'],"{'Ethereum': 316266.82572, 'Ethereum-borrowed': 155479.1776, 'borrowed': 155479.1776}"
1524,LFGSwap Core,Dexes,CORE,['CORE'],{'CORE': 5174623.22055}
1525,casinocronos,Dexes,Cronos,['Cronos'],"{'Cronos': 10277.56165, 'Cronos-staking': 0, 'staking': 0}"
1526,Covo Finance,Derivatives,Polygon,['Polygon'],{'Polygon': 173140.01986}
1527,Wonderly Finance,Algo-Stables,Arbitrum,['Arbitrum'],"{'pool2': 3842.47227, 'Fantom-staking': 0, 'Arbitrum-staking': 10022.49485, 'Arbitrum': 1301.90496, 'Fantom-pool2': 177.79538, 'Arbitrum-pool2': 3664.6769, 'Fantom': 477.2861, 'staking': 10022.49485}"
1528,SolidLizard,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 36984435.80298}
1529,ZyberSwap Stableswap,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 11540560.99592}
1530,ShadowSwap,Dexes,CORE,['CORE'],{'CORE': 4748284.47736}
1531,Clober,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 598434.94484, 'Polygon': 39086.7547, 'Arbitrum': 11983.31611}"
1532,Davos Protocol,CDP,Polygon,['Polygon'],{'Polygon': 586178.40868}
1533,Parcl,Synthetics,Solana,['Solana'],{'Solana': 1009849.17226}
1534,Megaton Finance,Dexes,TON,['TON'],{'TON': 13932341.09096}
1535,Surfswap Stable AMM,Dexes,Kava,['Kava'],{'Kava': 4000.16843}
1536,Bank of Cronos OHM,Reserve Currency,Cronos,['Cronos'],{'Cronos': 22650.30768}
1537,Bank of Cronos Loans,Lending,Cronos,['Cronos'],{'Cronos': 353.4288}
1538,Archimedes Finance,Leveraged Farming,Ethereum,['Ethereum'],{'Ethereum': 4202237.17827}
1539,Grappa Finance,Options,Ethereum,['Ethereum'],{'Ethereum': 3.52173}
1540,CoreSwap,Dexes,CORE,['CORE'],{'CORE': 6124.04388}
1541,VeniceSwap,Dexes,Findora,['Findora'],{'Findora': 60985.98954}
1542,Ashswap,Dexes,Elrond,['MultiversX'],"{'MultiversX-staking': 2392164.52814, 'MultiversX': 2409129.049, 'staking': 2392164.52814}"
1543,Sharky Swap,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 207653.05769, 'Arbitrum': 211008.86877, 'staking': 207653.05769}"
1544,Lenen,Lending,Vision,['Vision'],"{'Vision': 1538133.15278, 'Vision-borrowed': 785375.80746, 'borrowed': 785375.80746}"
1545,Starfish Finance,Services,Astar,['Astar'],"{'Astar': 1783522.81117, 'Astar-staking': 38609.76007, 'staking': 38609.76007}"
1546,FlokiFi Locker,Launchpad,Ethereum,['Ethereum'],"{'Optimism': 70.64049, 'Cronos': 14620.23982, 'OKExChain': 0.019, 'Evmos': 0.01292, 'KCC': 1.31532, 'BSC': 1507558.8029, 'Dogechain': 126786.56695, 'Ethereum': 1823397.89635, 'Avalanche': 0.91031, 'Polygon': 59.39044, 'Arbitrum': 7491.14969, 'Fantom': 6851.7634}"
1547,Bhavish Finance,Dexes,Polygon,['Polygon'],{'Polygon': 603.67475}
1548,Zyberswap V3,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 19115328.0774}
1549,ArcherSwap,Dexes,CORE,['CORE'],{'CORE': 1667513.766}
1550,OraiDEX,Dexes,Orai,['Oraichain'],{'Oraichain': 6799918.43922}
1551,Timeswap V2,Lending,Polygon,['Polygon'],"{'Ethereum': 122793.13708, 'Polygon': 137274.12324}"
1552,marginfi,Lending,Solana,['Solana'],{'Solana': 1102253.85816}
1553,QuantumX Network,Services,Elrond,['MultiversX'],{'MultiversX': 323728.86736}
1554,Cypher,Derivatives,Solana,['Solana'],{'Solana': 27995.68352}
1555,Metavault Binary Options,Options,Ethereum,['Polygon'],{'Polygon': 225910.56825}
1556,KapaSwap,Dexes,Kava,['Kava'],{'Kava': 2.08676}
1557,Equilibre,Dexes,Kava,['Kava'],{'Kava': 24609918.60858}
1558,ArbiSwap,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 14337.61613}
1559,NerveSwap,Dexes,Nuls,['Nuls'],{'Nuls': 1626964.6268}
1560,Velocimeter V1,Dexes,Canto,['Canto'],"{'Canto-staking': 0, 'staking': 0, 'Canto': 243724.74628}"
1561,Moret,Options,Polygon,['Polygon'],{'Polygon': 1558.85764}
1562,Symmetry,Indexes,Solana,['Solana'],{'Solana': 730761.63281}
1563,Cat in a Box,Lending,Ethereum,['Ethereum'],{'Ethereum': 5980455.3486}
1564,BeamSwap Stable AMM,Dexes,Moonbeam,['Moonbeam'],{'Moonbeam': 155807.53887}
1565,Rysk Finance,Options,Arbitrum,['Arbitrum'],{'Arbitrum': 758798.36329}
1566,Streamflow,Payments,Solana,['Solana'],"{'Solana-vesting': 146900815.20677, 'vesting': 146900815.20677, 'Solana': 151453.98725}"
1567,KyberSwap Elastic,Dexes,Ethereum,['Ethereum'],"{'Optimism': 7259953.31391, 'Cronos': 941.45497, 'BSC': 6811146.05696, 'Ethereum': 41566072.667, 'Avalanche': 11350796.33386, 'Polygon': 11374351.7233, 'Arbitrum': 10185935.44039, 'Fantom': 754016.07475}"
1568,OasisSwap,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 2225930.28504}
1569,Fulcrom,Derivatives,Cronos,['Cronos'],{'Cronos': 2130850.4561}
1570,DeDust,Dexes,TON,['TON'],{'TON': 385139.12806}
1571,Maverick Protocol,Dexes,Ethereum,['Ethereum'],{'Ethereum': 9560920.69124}
1572,SkullSwap V3,Dexes,Fantom,['Fantom'],{'Fantom': 435322.86424}
1573,Onyx Protocol,Lending,Ethereum,['Ethereum'],"{'Ethereum': 9625920.08073, 'Ethereum-staking': 21317147.25831, 'Ethereum-borrowed': 5001098.97574, 'borrowed': 5001098.97574, 'staking': 21317147.25831}"
1574,Proton Dex,Dexes,Arbitrum,['Proton'],{'Proton': 974592.0674}
1575,Sterling Finance,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 3156073.04588}
1576,Mare Finance,Lending,Kava,['Kava'],"{'Kava': 24419156.15552, 'Kava-staking': 581431.86802, 'borrowed': 78229749.77181, 'staking': 581431.86802, 'Kava-borrowed': 78229749.77181}"
1577,MyMetaTrader,Derivatives,Arbitrum,['Arbitrum'],{'Arbitrum': 293241.68679}
1578,Lighter,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 45659.33676}
1579,LazyFi,Gaming,Near,['Near'],{'Near': 139.68629}
1580,Uniwhale,Derivatives,Binance,['BSC'],{'BSC': 602207.89646}
1581,Ruby.Exchange Stable,Dexes,Europa,['Europa'],{'Europa': 582717.22838}
1582,ParaSpace APE Staking,Staking,Ethereum,['Ethereum'],{'Ethereum': 40205990.83353}
1583,Numoen,Derivatives,Arbitrum,['Arbitrum'],"{'Celo': 611.68605, 'Arbitrum': 58138.45963}"
1584,OSWAP Token,Yield,Obyte,['Obyte'],"{'Obyte': 133144.69482, 'Obyte-staking': 0, 'staking': 0}"
1585,SnowSwap AMM,Dexes,Crab,['Crab'],{'Crab': 1150309.69172}
1586,PonytaSwap,Dexes,Rangers,['Rangers'],{'Rangers': 141955.52046}
1587,Alpaca Perpetual Futures Exchange,Derivatives,Binance,['BSC'],{'BSC': 1324849.8313}
1588,Lunagens,Dexes,Binance,['Lung'],{'Lung': 17437.93577}
1589,Spin Perps,Derivatives,Near,['Near'],{'Near': 96270.21467}
1590,Spin DOV,Options Vault,Near,['Near'],{'Near': 40683.50424}
1591,Morphex,Derivatives,Fantom,['Fantom'],"{'Fantom-staking': 1811414.40725, 'staking': 1811414.40725, 'Fantom': 2458327.6042}"
1592,Paxo Finance,Lending,Polygon,['Polygon'],"{'Polygon': 65547.42269, 'Polygon-borrowed': 35659.11285, 'borrowed': 35659.11285}"
