,name,category,chain,chains,currentChainTvls,currentChainTvls_agg,Tokens
787,AstroSwap,Dexes,Velas,['Velas'],{'Velas': 709147.46993},709147.46993,dict_keys(['Velas'])
788,Symblox,Synthetics,Velas,['Velas'],{'Velas': 10563.25472},10563.25472,dict_keys(['Velas'])
789,WOWswap,Dexes,Binance,['Avalanche'],"{'Metis': 0, 'Kava': 25.43338, 'Kava-staking': 0, 'IoTeX-staking': 228.4714, 'Heco-staking': 1.0025, 'BSC': 48424.345, 'IoTeX': 34911.9477, 'Ethereum': 3743.86055, 'BSC-staking': 13001.27491, 'Heco': 151.43036, 'Avalanche': 57846.94419, 'Avalanche-staking': 553.06419, 'Ethereum-staking': 0.09458, 'Polygon': 5822.41181, 'Metis-staking': 7.85286, 'Polygon-staking': 268.44103, 'staking': 14060.20146}",179046.77592000001,"dict_keys(['Metis', 'Kava', 'Kava-staking', 'IoTeX-staking', 'Heco-staking', 'BSC', 'IoTeX', 'Ethereum', 'BSC-staking', 'Heco', 'Avalanche', 'Avalanche-staking', 'Ethereum-staking', 'Polygon', 'Metis-staking', 'Polygon-staking', 'staking'])"
790,Antimatter,Options,Ethereum,['BSC'],"{'Kava': 326.52234, 'BSC': 169250.87898, 'Ethereum': 21728.9967, 'Avalanche': 10954.4056, 'Ethereum-staking': 794027.05872, 'Arbitrum': 19885.58264, 'staking': 794027.05872}",1810200.5037,"dict_keys(['Kava', 'BSC', 'Ethereum', 'Avalanche', 'Ethereum-staking', 'Arbitrum', 'staking'])"
791,Animal Farm V1,Farm,Binance,['BSC'],"{'BSC': 37518.295, 'BSC-staking': 1194.94247, 'pool2': 12735.09645, 'BSC-pool2': 12735.09645, 'staking': 1194.94247}",65378.372839999996,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
792,Sahara Exchange,Dexes,Oasis,['Oasis'],{'Oasis': 402.56639},402.56639,dict_keys(['Oasis'])
793,Minimax,Staking,Binance,['BSC'],{},0.0,dict_keys([])
794,Maia DAO,Reserve Currency,Metis,['Metis'],{'Metis': 5421872.11429},5421872.11429,dict_keys(['Metis'])
795,Bright Union,Insurance,Ethereum,['Ethereum'],"{'Ethereum': 49360.79724, 'pool2': 39031.77497, 'Ethereum-staking': 51696.27006, 'staking': 51696.27006, 'Ethereum-pool2': 39031.77497}",230816.8873,"dict_keys(['Ethereum', 'pool2', 'Ethereum-staking', 'staking', 'Ethereum-pool2'])"
796,Hermes Protocol,Dexes,Metis,['Metis'],"{'Metis': 10454827.44623, 'Metis-staking': 8202832.98887, 'staking': 8202832.98887}",26860493.42397,"dict_keys(['Metis', 'Metis-staking', 'staking'])"
797,Algebra DEX,Dexes,Polygon,['Polygon'],"{'Polygon': 336878.00925, 'Polygon-staking': 80708.93073, 'staking': 80708.93073}",498295.87071000005,"dict_keys(['Polygon', 'Polygon-staking', 'staking'])"
798,Parasset,CDP,Ethereum,['Ethereum'],"{'Ethereum': 0.01172, 'Ethereum-staking': 4648717.9548, 'staking': 4648717.9548}",9297435.92132,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
799,ArthSwap,Dexes,Astar,['Astar'],"{'Astar': 17335345.26719, 'Astar-staking': 18911.87463, 'staking': 18911.87463}",17373169.01645,"dict_keys(['Astar', 'Astar-staking', 'staking'])"
800,Kromatika,Dexes,Optimism,['Optimism'],"{'Optimism': 245348.65225, 'Optimism-staking': 14568.50593, 'Arbitrum-staking': 33461.18716, 'Ethereum': 101238.75564, 'Ethereum-staking': 48345.87892, 'Arbitrum': 123315.49585, 'staking': 96375.57202}",662654.04777,"dict_keys(['Optimism', 'Optimism-staking', 'Arbitrum-staking', 'Ethereum', 'Ethereum-staking', 'Arbitrum', 'staking'])"
801,1Beam,Dexes,Moonbeam,['Moonbeam'],{'Moonbeam': 3105.48065},3105.48065,dict_keys(['Moonbeam'])
802,UXD,Algo-Stables,Solana,['Solana'],{'Solana': 4543351.15073},4543351.15073,dict_keys(['Solana'])
803,Moonwell Apollo,Lending,Moonriver,['Moonriver'],"{'Moonriver-staking': 368826.47702, 'Moonriver': 8728410.21983, 'borrowed': 9775082.24932, 'Moonriver-borrowed': 9775082.24932, 'staking': 368826.47702}",29016227.67251,"dict_keys(['Moonriver-staking', 'Moonriver', 'borrowed', 'Moonriver-borrowed', 'staking'])"
804,GotchiVault,Staking,Polygon,['Polygon'],{'Polygon': 3080291.08218},3080291.08218,dict_keys(['Polygon'])
805,Solidly,Dexes,Fantom,['Fantom'],{'Fantom': 1567228.51314},1567228.51314,dict_keys(['Fantom'])
806,Drachma,Dexes,Metis,['Metis'],"{'Metis': 8941.82856, 'Metis-borrowed': 0, 'borrowed': 0}",8941.82856,"dict_keys(['Metis', 'Metis-borrowed', 'borrowed'])"
807,Tomb Swap,Dexes,Fantom,['Fantom'],{'Fantom': 7511349.34633},7511349.34633,dict_keys(['Fantom'])
808,YieldFields,Dexes,Binance,['BSC'],{'BSC': 29192.50768},29192.50768,dict_keys(['BSC'])
809,Lizard,Dexes,Oasis,['Oasis'],{'Oasis': 297721.53924},297721.53924,dict_keys(['Oasis'])
810,Cropper,Dexes,Solana,['Solana'],"{'Solana-staking': 207094.29937, 'Solana': 378319.2832, 'staking': 207094.29937}",792507.88194,"dict_keys(['Solana-staking', 'Solana', 'staking'])"
811,Crema Finance,Dexes,Solana,['Solana'],{'Solana': 337198.59484},337198.59484,dict_keys(['Solana'])
812,Savanna Finance,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 1739.8941, 'pool2': 612204.95967, 'Cronos-pool2': 612204.95967, 'Cronos-staking': 422709.736, 'staking': 422709.736}",2071569.2854400002,"dict_keys(['Cronos', 'pool2', 'Cronos-pool2', 'Cronos-staking', 'staking'])"
813,GemKeeper,Dexes,Oasis,['Oasis'],"{'Oasis': 192182.92031, 'Oasis-staking': 1095.77778, 'staking': 1095.77778}",194374.47587,"dict_keys(['Oasis', 'Oasis-staking', 'staking'])"
814,Bodh Finance,Lending,Boba,['Boba'],"{'Boba': 99720.39039, 'Boba-borrowed': 23323.56687, 'borrowed': 23323.56687}",146367.52413,"dict_keys(['Boba', 'Boba-borrowed', 'borrowed'])"
815,Volta DAO,Reserve Currency,Fantom,['Fantom'],"{'Avalanche': 21350.45396, 'Avalanche-staking': 2196.37883, 'Fantom-staking': 6716.81313, 'staking': 8913.19196, 'Fantom': 27932.1682}",67109.00607999999,"dict_keys(['Avalanche', 'Avalanche-staking', 'Fantom-staking', 'staking', 'Fantom'])"
816,MiniPanther DAO,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 8.0522, 'staking': 8.0522, 'Fantom': 47.2682}",63.3726,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
817,GoodDollar,Staking,Ethereum,['Ethereum'],"{'Ethereum': 1527064.38288, 'Fuse-staking': 66913.46007, 'Fuse': 0, 'staking': 66913.46007}",1660891.30302,"dict_keys(['Ethereum', 'Fuse-staking', 'Fuse', 'staking'])"
818,PegaSys,Dexes,Syscoin,['Syscoin'],{'Syscoin': 1709636.35479},1709636.35479,dict_keys(['Syscoin'])
819,Jones DAO,Options Vault,Arbitrum,['Arbitrum'],"{'pool2': 4374167.7032, 'Arbitrum-staking': 9247440.80067, 'Arbitrum': 29852776.34571, 'Arbitrum-pool2': 4374167.7032, 'staking': 9247440.80067}",57095993.35344999,"dict_keys(['pool2', 'Arbitrum-staking', 'Arbitrum', 'Arbitrum-pool2', 'staking'])"
820,NewSpace Finance,Farm,Binance,['BSC'],"{'BSC': 273.67158, 'BSC-staking': 0, 'pool2': 15.53738, 'BSC-pool2': 15.53738, 'staking': 0}",304.74634,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
821,Cemetery Finance,Farm,Fantom,['Fantom'],"{'pool2': 11.86371, 'Fantom-staking': 0, 'Fantom-pool2': 11.86371, 'staking': 0, 'Fantom': 3484.04094}",3507.76836,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
822,SpectreFi,Farm,Fantom,['Fantom'],"{'pool2': 255.72246, 'Fantom-staking': 0, 'Fantom-pool2': 255.72246, 'staking': 0, 'Fantom': 36429.28314}",36940.72806,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
823,Nightmare Finance,Farm,Fantom,['Fantom'],"{'pool2': 3.44138, 'Fantom-staking': 0, 'Fantom-pool2': 3.44138, 'staking': 0, 'Fantom': 1992.0795}",1998.96226,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
824,The Don Finance,Farm,Fantom,['Fantom'],"{'pool2': 75.069, 'Fantom-staking': 39.04746, 'Fantom-pool2': 75.069, 'staking': 39.04746, 'Fantom': 409.59012}",637.82304,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
825,Aelin,Services,Ethereum,['Optimism'],"{'Optimism': 194411.8389, 'Optimism-pool2': 19463.40158, 'Optimism-staking': 1668538.1514, 'pool2': 31066.47062, 'Ethereum-pool2': 11603.06905, 'Ethereum': 105.76829, 'staking': 1668538.1514}",3593726.85124,"dict_keys(['Optimism', 'Optimism-pool2', 'Optimism-staking', 'pool2', 'Ethereum-pool2', 'Ethereum', 'staking'])"
826,Hashflow,Dexes,Ethereum,['Ethereum'],"{'Optimism': 131027.9999, 'BSC': 223368.21101, 'Ethereum': 1397502.13319, 'Avalanche': 21649.5015, 'Polygon': 528658.049, 'Arbitrum': 293049.39414}",2595255.2887399998,"dict_keys(['Optimism', 'BSC', 'Ethereum', 'Avalanche', 'Polygon', 'Arbitrum'])"
827,Chintai,Lending,EOS,['EOS'],{'EOS': 1691.89533},1691.89533,dict_keys(['EOS'])
828,PayCash,Dexes,EOS,['EOS'],{'EOS': 6046172.0233},6046172.0233,dict_keys(['EOS'])
829,EOS REX,Lending,EOS,['EOS'],{'EOS': 67950640.39808},67950640.39808,dict_keys(['EOS'])
830,Vesta Finance,CDP,Arbitrum,['Arbitrum'],"{'pool2': 747297.55582, 'Arbitrum': 17175981.63052, 'Arbitrum-pool2': 747297.55582}",18670576.74216,"dict_keys(['pool2', 'Arbitrum', 'Arbitrum-pool2'])"
831,ClaimSwap,Dexes,Klaytn,['Klaytn'],"{'Klaytn-staking': 264264.65362, 'Klaytn': 3223406.51664, 'staking': 264264.65362}",3751935.82388,"dict_keys(['Klaytn-staking', 'Klaytn', 'staking'])"
832,OGX,Synthetics,EOS,['EOS'],{'EOS': 47855.30932},47855.30932,dict_keys(['EOS'])
833,Equilibrium,CDP,EOS,['EOS'],{'EOS': 787555.11013},787555.11013,dict_keys(['EOS'])
834,ValleySwap,Dexes,Oasis,['Oasis'],{'Oasis': 16635504.00112},16635504.00112,dict_keys(['Oasis'])
835,WOOFi,Dexes,Binance,['Avalanche'],"{'Optimism': 486775.71975, 'Fantom-staking': 859487.77869, 'Arbitrum-staking': 4532125.08765, 'BSC': 1093815.43273, 'BSC-staking': 4264112.13236, 'Avalanche': 3169130.66414, 'Avalanche-staking': 6585645.18057, 'Polygon': 1130524.08848, 'Polygon-staking': 2846242.75573, 'Arbitrum': 1096831.07157, 'Fantom': 879849.11033, 'staking': 19087612.93499}",46032151.95699,"dict_keys(['Optimism', 'Fantom-staking', 'Arbitrum-staking', 'BSC', 'BSC-staking', 'Avalanche', 'Avalanche-staking', 'Polygon', 'Polygon-staking', 'Arbitrum', 'Fantom', 'staking'])"
836,Tropykus Finance,Lending,RSK,['Rootstock'],"{'Rootstock-borrowed': 783665.00219, 'Rootstock': 1203171.35101, 'borrowed': 783665.00219}",2770501.35539,"dict_keys(['Rootstock-borrowed', 'Rootstock', 'borrowed'])"
837,PRISM Protocol,Staking,Terra,['Terra Classic'],"{'Terra Classic-staking': 40686.52249, 'Terra Classic': 13578.29938, 'staking': 40686.52249}",94951.34436,"dict_keys(['Terra Classic-staking', 'Terra Classic', 'staking'])"
838,ALEX,Dexes,Stacks,['Stacks'],"{'staking': 26590714.03951, 'Stacks': 32022481.32474, 'Stacks-staking': 26590714.03951}",85203909.40376,"dict_keys(['staking', 'Stacks', 'Stacks-staking'])"
839,Pact,Dexes,Algorand,['Algorand'],{'Algorand': 11429110.19448},11429110.19448,dict_keys(['Algorand'])
840,Nereus Finance,Lending,Avalanche,['Avalanche'],{'Avalanche': 1414654.06491},1414654.06491,dict_keys(['Avalanche'])
841,BetHash,Prediction Market,EOS,['EOS'],{'EOS': 122104.83844},122104.83844,dict_keys(['EOS'])
842,SportBet,Prediction Market,EOS,['EOS'],{'EOS': 93869.59545},93869.59545,dict_keys(['EOS'])
843,AtomicHub,Dexes,EOS,['Wax'],"{'EOS': 16839.9766, 'Wax': 394969.82648}",411809.80308,"dict_keys(['EOS', 'Wax'])"
844,MahaDAO Arth,CDP,Polygon,['Ethereum'],"{'pool2': 23150.11167, 'BSC-pool2': 10183.8501, 'Ethereum-pool2': 12966.26156, 'Ethereum': 64129.31385, 'Ethereum-staking': 484629.68068, 'Polygon': 0, 'staking': 484629.68068}",1079688.89854,"dict_keys(['pool2', 'BSC-pool2', 'Ethereum-pool2', 'Ethereum', 'Ethereum-staking', 'Polygon', 'staking'])"
845,Edge Protocol,Lending,Terra,['Terra Classic'],"{'Terra Classic-borrowed': 33479.85809, 'Terra Classic': 15769.91954, 'borrowed': 33479.85809}",82729.63572,"dict_keys(['Terra Classic-borrowed', 'Terra Classic', 'borrowed'])"
846,GTON Capital,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 68819.49288, 'staking': 68819.49288, 'Fantom': 51160.09715}",188799.08291,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
847,Phantom Finance,Farm,Fantom,['Fantom'],"{'pool2': 69.98104, 'Fantom-staking': 0, 'Fantom-pool2': 69.98104, 'staking': 0, 'Fantom': 1840.48451}",1980.44659,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
848,V3S Finance,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 3553.60932, 'pool2': 137265.5839, 'Cronos-pool2': 137265.5839, 'Cronos-staking': 25702.65121, 'staking': 25702.65121}",329490.07953999995,"dict_keys(['Cronos', 'pool2', 'Cronos-pool2', 'Cronos-staking', 'staking'])"
849,WhaleEx,Dexes,EOS,['EOS'],{'EOS': 3063714.33779},3063714.33779,dict_keys(['EOS'])
850,Fountain Protocol,Lending,Oasis,['Oasis'],"{'Oasis-borrowed': 2453307.70716, 'Oasis': 2332019.04523, 'borrowed': 2453307.70716}",7238634.459550001,"dict_keys(['Oasis-borrowed', 'Oasis', 'borrowed'])"
851,KlayBank,Lending,Klaytn,['Klaytn'],"{'Klaytn-staking': 340653.86008, 'Klaytn': 7420803.22784, 'staking': 340653.86008}",8102110.948,"dict_keys(['Klaytn-staking', 'Klaytn', 'staking'])"
852,DMD Finance,Staking,EOS,['EOS'],{'EOS': 187500.10413},187500.10413,dict_keys(['EOS'])
853,DolphinSwap,Dexes,EOS,['EOS'],{'EOS': 11980.86734},11980.86734,dict_keys(['EOS'])
854,Demodyfi,Dexes,Binance,['Moonbeam'],"{'pool2': 7514.99899, 'BSC-pool2': 2201.13583, 'Moonbeam': 1546.87966, 'Ethereum-pool2': 5313.86316, 'BSC': 0, 'Ethereum': 0, 'BSC-staking': 2893.14615, 'Ethereum-staking': 3279.07878, 'staking': 6172.22493}",28921.3275,"dict_keys(['pool2', 'BSC-pool2', 'Moonbeam', 'Ethereum-pool2', 'BSC', 'Ethereum', 'BSC-staking', 'Ethereum-staking', 'staking'])"
855,Aurigami,Lending,Aurora,['Aurora'],"{'Aurora': 3743488.4907, 'borrowed': 1799629.66127, 'Aurora-borrowed': 1799629.66127}",7342747.81324,"dict_keys(['Aurora', 'borrowed', 'Aurora-borrowed'])"
856,Minswap,Dexes,Cardano,['Cardano'],{'Cardano': 47255250.79246},47255250.79246,dict_keys(['Cardano'])
857,Zappy,Dexes,Telos,['Telos'],{'Telos': 214159.8233},214159.8233,dict_keys(['Telos'])
858,Grave Finance,Algo-Stables,Avalanche,['Avalanche'],"{'Avalanche': 725.79878, 'Avalanche-staking': 712.23623, 'pool2': 1.29369, 'Avalanche-pool2': 1.29369, 'staking': 712.23623}",2152.85862,"dict_keys(['Avalanche', 'Avalanche-staking', 'pool2', 'Avalanche-pool2', 'staking'])"
859,Starlay Finance,Lending,Astar,['Astar'],"{'Astar-borrowed': 4423597.28837, 'Astar': 3694018.28731, 'Astar-staking': 356107.76248, 'borrowed': 4423597.28837, 'staking': 356107.76248}",13253428.389010001,"dict_keys(['Astar-borrowed', 'Astar', 'Astar-staking', 'borrowed', 'staking'])"
860,Alcor Exchange,Dexes,EOS,['Wax'],"{'EOS': 4437.02652, 'Wax': 350213.63228}",354650.65880000003,"dict_keys(['EOS', 'Wax'])"
861,The Parallel,Gaming,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 10948.56789, 'staking': 10948.56789}",21897.13578,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
862,Fantasm,Algo-Stables,Fantom,['Fantom'],"{'pool2': 981.01468, 'Fantom-staking': 0, 'Fantom-pool2': 981.01468, 'staking': 0, 'Fantom': 0}",1962.02936,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
863,Floor Dao,Reserve Currency,Ethereum,['Ethereum'],"{'Ethereum': 6213496.29729, 'Ethereum-staking': 4502294.95807, 'staking': 4502294.95807}",15218086.213429999,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
864,Solanax,Dexes,Solana,['Solana'],{'Solana': 7260.38173},7260.38173,dict_keys(['Solana'])
865,Spade Finance,Farm,Fantom,['Fantom'],"{'pool2': 2.67708, 'Fantom-staking': 12.15707, 'Fantom-pool2': 2.67708, 'staking': 12.15707, 'Fantom': 17.09248}",46.76078,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
866,Granary Finance,Lending,Fantom,['Fantom'],"{'Optimism': 2637863.05085, 'Metis': 1008706.70024, 'Arbitrum-borrowed': 123412.00166, 'BSC-borrowed': 55895.74946, 'Metis-borrowed': 751848.58854, 'BSC': 47411.66012, 'Fantom-borrowed': 7202419.83155, 'Ethereum': 44811.23763, 'Optimism-borrowed': 2461174.57086, 'Avalanche': 105091.366, 'Ethereum-borrowed': 5885.83903, 'Arbitrum': 282904.47037, 'borrowed': 10607303.1618, 'Fantom': 6710389.99039, 'Avalanche-borrowed': 6666.5807}",32051784.7992,"dict_keys(['Optimism', 'Metis', 'Arbitrum-borrowed', 'BSC-borrowed', 'Metis-borrowed', 'BSC', 'Fantom-borrowed', 'Ethereum', 'Optimism-borrowed', 'Avalanche', 'Ethereum-borrowed', 'Arbitrum', 'borrowed', 'Fantom', 'Avalanche-borrowed'])"
867,RHEA DAO,Reserve Currency,Klaytn,['Klaytn'],"{'Klaytn-staking': 1340.99756, 'Klaytn': 0, 'staking': 1340.99756}",2681.99512,"dict_keys(['Klaytn-staking', 'Klaytn', 'staking'])"
868,Domination Finance,Synthetics,Ethereum,['Polygon'],"{'Boba': 8314.86323, 'Ethereum': 7354.55153, 'Polygon': 35264.23125}",50933.64601,"dict_keys(['Boba', 'Ethereum', 'Polygon'])"
869,Bastion,Lending,Aurora,['Aurora'],"{'Aurora': 48868187.20385, 'borrowed': 5710576.46628, 'Aurora-borrowed': 5710576.46628}",60289340.13641,"dict_keys(['Aurora', 'borrowed', 'Aurora-borrowed'])"
870,Mars Protocol,Lending,Terra,['Osmosis'],"{'Osmosis': 6269248.30278, 'Terra Classic': 0, 'Osmosis-borrowed': 4580110.91913, 'borrowed': 4580110.91913}",15429470.141040001,"dict_keys(['Osmosis', 'Terra Classic', 'Osmosis-borrowed', 'borrowed'])"
871,Metavault DAO,Services,Ethereum,['Polygon'],"{'Ethereum': 16596.38645, 'Polygon': 336293.52923, 'Ethereum-staking': 379220.72428, 'staking': 379220.72428}",1111331.36424,"dict_keys(['Ethereum', 'Polygon', 'Ethereum-staking', 'staking'])"
872,Gamblefi,Reserve Currency,Cronos,['Cronos'],"{'Cronos': 458.61726, 'Cronos-staking': 0, 'staking': 0}",458.61726,"dict_keys(['Cronos', 'Cronos-staking', 'staking'])"
873,Excalibur,Dexes,Fantom,['Fantom'],{'Fantom': 116211.36184},116211.36184,dict_keys(['Fantom'])
874,Proton Loan,Lending,Proton,['Proton'],"{'Proton-staking': 1802417.41105, 'Proton-borrowed': 635404.06767, 'Proton': 2304088.67303, 'borrowed': 635404.06767, 'staking': 1802417.41105}",7179731.63047,"dict_keys(['Proton-staking', 'Proton-borrowed', 'Proton', 'borrowed', 'staking'])"
875,LIFE,Farm,Fantom,['Fantom'],"{'pool2': 3.66139, 'Fantom-staking': 3.6015, 'Fantom-pool2': 3.66139, 'staking': 3.6015, 'Fantom': 1613.23156}",1627.7573399999999,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
876,StrikeX,Dexes,Binance,['BSC'],"{'BSC': 831.33748, 'BSC-staking': 3144839.43763, 'pool2': 27.15186, 'BSC-pool2': 27.15186, 'staking': 3144839.43763}",6290564.516460001,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
877,Solrise Finance,Indexes,Solana,['Solana'],"{'Solana-staking': 303911.32518, 'Solana': 86375.31365, 'staking': 303911.32518}",694197.96401,"dict_keys(['Solana-staking', 'Solana', 'staking'])"
878,01,Dexes,Solana,['Solana'],{'Solana': 12542527.46555},12542527.46555,dict_keys(['Solana'])
879,Risk Harbor,Insurance,Terra,['Terra2'],"{'Optimism': 71359.57922, 'Terra Classic': 0, 'Ethereum': 33061.21703, 'Aurora': 3.83397, 'Avalanche': 103343.54559, 'Arbitrum': 16624.50941, 'Terra2': 8570251.64457, 'Fantom': 26.20456}",8794670.53435,"dict_keys(['Optimism', 'Terra Classic', 'Ethereum', 'Aurora', 'Avalanche', 'Arbitrum', 'Terra2', 'Fantom'])"
880,Burrow,Lending,Near,['Near'],"{'Near-borrowed': 3403811.02833, 'Near': 10693897.50261, 'borrowed': 3403811.02833}",17501519.559270002,"dict_keys(['Near-borrowed', 'Near', 'borrowed'])"
881,AAVE V3,Lending,Optimism,['Ethereum'],"{'Optimism': 91296734.56802, 'Arbitrum-borrowed': 53527200.86442, 'Polygon-borrowed': 62827133.32167, 'Harmony': 0, 'Harmony-borrowed': 1316752.24939, 'Fantom-borrowed': 113923.04693, 'Ethereum': 525909880.38636, 'Optimism-borrowed': 27822047.4489, 'Avalanche': 262157548.47096, 'Polygon': 135987676.71241, 'Ethereum-borrowed': 276200183.1697, 'Arbitrum': 90347518.49482, 'borrowed': 513693795.62408, 'Fantom': 908136.47789, 'Avalanche-borrowed': 91886555.52307}",2133995086.3586202,"dict_keys(['Optimism', 'Arbitrum-borrowed', 'Polygon-borrowed', 'Harmony', 'Harmony-borrowed', 'Fantom-borrowed', 'Ethereum', 'Optimism-borrowed', 'Avalanche', 'Polygon', 'Ethereum-borrowed', 'Arbitrum', 'borrowed', 'Fantom', 'Avalanche-borrowed'])"
882,Chaotic Finance,Derivatives,Moonriver,['Moonriver'],{'Moonriver': 19869.55796},19869.55796,dict_keys(['Moonriver'])
883,Jumbo Exchange,Dexes,Near,['Near'],{'Near': 267217.73174},267217.73174,dict_keys(['Near'])
884,Babena,CDP,Kadena,['Kadena'],"{'Kadena-staking': 130771.94327, 'Kadena': 157015.80388, 'staking': 130771.94327}",418559.69042,"dict_keys(['Kadena-staking', 'Kadena', 'staking'])"
885,Kujira Orca,Services,Terra,['Kujira'],{'Kujira': 214261.31855},214261.31855,dict_keys(['Kujira'])
886,Angel Protocol,Services,Terra,['Terra Classic'],{'Terra Classic': 446.68026},446.68026,dict_keys(['Terra Classic'])
887,BaksDAO,Lending,Binance,['BSC'],{'BSC': 55.6016},55.6016,dict_keys(['BSC'])
888,Darkness,Dexes,Cronos,['Cronos'],"{'Cronos': 88080.47861, 'pool2': 91160.42915, 'Cronos-pool2': 91160.42915, 'Cronos-staking': 5059.72933, 'staking': 5059.72933}",280520.79557,"dict_keys(['Cronos', 'pool2', 'Cronos-pool2', 'Cronos-staking', 'staking'])"
889,Cykura,Dexes,Solana,['Solana'],{'Solana': 44260.87691},44260.87691,dict_keys(['Solana'])
890,ClaySwap,Farm,Binance,['BSC'],"{'BSC': 956.73127, 'BSC-staking': 4.10469, 'pool2': 37.26472, 'BSC-pool2': 37.26472, 'staking': 4.10469}",1039.4700899999998,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
891,Pear DAO,Dexes,Binance,['BSC'],"{'BSC': 27417.5802, 'BSC-staking': 643318.82112, 'pool2': 401076.81921, 'BSC-pool2': 401076.81921, 'staking': 643318.82112}",2116208.86086,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
892,PanKUKU,Dexes,Binance,['BSC'],{'BSC': 354.90013},354.90013,dict_keys(['BSC'])
893,Philetairus Socius,Dexes,Fantom,['Fantom'],"{'pool2': 19.69284, 'Fantom-staking': 6.94634, 'Fantom-pool2': 19.69284, 'staking': 6.94634, 'Fantom': 182.17782}",235.45618,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
894,Anedak,Dexes,Kadena,['Kadena'],{'Kadena': 19335.02459},19335.02459,dict_keys(['Kadena'])
895,LuckyChip,Prediction Market,Binance,['BSC'],"{'BSC': 246024.41828, 'BSC-staking': 47964.08538, 'staking': 47964.08538}",341952.58904,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
896,eckoDAO,Dexes,Kadena,['Kadena'],"{'Kadena-staking': 3471486.95145, 'Kadena': 1891825.00577, 'staking': 3471486.95145}",8834798.90867,"dict_keys(['Kadena-staking', 'Kadena', 'staking'])"
897,Swim Protocol,Cross Chain,Solana,['Solana'],{'Solana': 106016.68601},106016.68601,dict_keys(['Solana'])
898,Rikkei Finance,Lending,Binance,['BSC'],"{'BSC': 171099.30141, 'BSC-borrowed': 231016.21834, 'borrowed': 231016.21834}",633131.73809,"dict_keys(['BSC', 'BSC-borrowed', 'borrowed'])"
899,Stargate,Cross Chain,Ethereum,['Ethereum'],"{'Optimism': 49387611.10621, 'Metis': 6356447.77928, 'Goerli': 44687.7643, 'BSC': 21742829.45584, 'Ethereum': 77947889.45188, 'Avalanche': 41934218.28427, 'Polygon': 21799487.67511, 'Arbitrum': 76191232.10335, 'Fantom': 21545816.33489}",316950219.95513004,"dict_keys(['Optimism', 'Metis', 'Goerli', 'BSC', 'Ethereum', 'Avalanche', 'Polygon', 'Arbitrum', 'Fantom'])"
900,DeFIL,Lending,Ethereum,['Ethereum'],"{'pool2': 34846.18025, 'BSC-pool2': 28846.17113, 'Ethereum-pool2': 6000.00912, 'BSC': 186.26238, 'Ethereum': 153096.23713, 'BSC-staking': 186.26238, 'Ethereum-staking': 153096.23713, 'Ethereum-borrowed': 0, 'borrowed': 0, 'staking': 153282.49951}",529539.8590299999,"dict_keys(['pool2', 'BSC-pool2', 'Ethereum-pool2', 'BSC', 'Ethereum', 'BSC-staking', 'Ethereum-staking', 'Ethereum-borrowed', 'borrowed', 'staking'])"
901,ViteX,Dexes,Vite,['Vite'],{'Vite': 5488207.0818},5488207.0818,dict_keys(['Vite'])
902,Viva,Staking,Vite,['Vite'],{'Vite': 74200.23862},74200.23862,dict_keys(['Vite'])
903,Penguin,Dexes,Solana,['Solana'],{'Solana': 1050275.90499},1050275.90499,dict_keys(['Solana'])
904,MeowSwapFi,Dexes,Cardano,['Cardano'],{'Cardano': 36469.60701},36469.60701,dict_keys(['Cardano'])
