,name,category,chain,chains,currentChainTvls,currentChainTvls_agg,Tokens
1362,Peaky Finance,Derivatives,Binance,['BSC'],{'BSC': 0.78474},0.78474,dict_keys(['BSC'])
1363,CroLend Finance,Lending,Cronos,['Cronos'],"{'Cronos-borrowed': 0, 'Cronos': 0, 'borrowed': 0}",0.0,"dict_keys(['Cronos-borrowed', 'Cronos', 'borrowed'])"
1364,Exactly,Lending,Ethereum,['Ethereum'],"{'Optimism': 645734.24351, 'Ethereum': 1176102.51561, 'Optimism-borrowed': 1129530.49116, 'Ethereum-borrowed': 629225.62082, 'borrowed': 1758756.11198}",5339348.98308,"dict_keys(['Optimism', 'Ethereum', 'Optimism-borrowed', 'Ethereum-borrowed', 'borrowed'])"
1365,HeliSwap,Dexes,Hedera,['Hedera'],{'Hedera': 5724354.33502},5724354.33502,dict_keys(['Hedera'])
1366,Sculptor Finance,Lending,Binance,['BSC'],"{'pool2': 578.1768, 'BSC-borrowed': 6584.09663, 'BSC-pool2': 578.1768, 'BSC': 11429.73913, 'BSC-staking': 5561.02909, 'borrowed': 6584.09663, 'staking': 5561.02909}",36876.34417,"dict_keys(['pool2', 'BSC-borrowed', 'BSC-pool2', 'BSC', 'BSC-staking', 'borrowed', 'staking'])"
1367,Debets,Prediction Market,Polygon,['Polygon'],"{'Polygon': 7230.10998, 'Fantom': 0.49029}",7230.60027,"dict_keys(['Polygon', 'Fantom'])"
1368,Llamalend,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 51401.27863, 'Ethereum-borrowed': 118310.15115, 'borrowed': 118310.15115}",288021.58093,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1369,MetaTdex,Dexes,Binance,['Heco'],"{'BSC': 4020.57976, 'Heco': 489043.96899, 'Polygon': 53442.26583}",546506.81458,"dict_keys(['BSC', 'Heco', 'Polygon'])"
1370,MUX Derivatives,Derivatives,Ethereum,['Arbitrum'],"{'BSC': 1352075.55901, 'Optimism': 943062.28015, 'Avalanche': 804703.55306, 'Arbitrum': 11613764.35496, 'Fantom': 739062.85552}",15452668.6027,"dict_keys(['BSC', 'Optimism', 'Avalanche', 'Arbitrum', 'Fantom'])"
1371,NFTfi,NFT Lending,Ethereum,['Ethereum'],{'Ethereum': 29875236.95713},29875236.95713,dict_keys(['Ethereum'])
1372,OPX Finance,Derivatives,Optimism,['Optimism'],{'Optimism': 565610.18639},565610.18639,dict_keys(['Optimism'])
1373,BarnSwap,Dexes,MUUCHAIN,['MUUCHAIN'],{'MUUCHAIN': 21676.96528},21676.96528,dict_keys(['MUUCHAIN'])
1374,Helix,Dexes,Injective,['Injective'],{'Injective': 7944457.96608},7944457.96608,dict_keys(['Injective'])
1375,Arbor Finance,Lending,Ethereum,['Ethereum'],{'Ethereum': 571311.48769},571311.48769,dict_keys(['Ethereum'])
1376,Snowflake Exchange,Dexes,Polygon,['Polygon'],"{'BSC': 30120.96906, 'BSC-staking': 0, 'Polygon': 129026.02841, 'Polygon-staking': 7192.31846, 'staking': 7192.31846}",173531.63439000002,"dict_keys(['BSC', 'BSC-staking', 'Polygon', 'Polygon-staking', 'staking'])"
1377,Orderly Network,Dexes,Near,['Near'],{'Near': 6479977.8301},6479977.8301,dict_keys(['Near'])
1378,Kava Boost,Farm,Kava,['Kava'],{'Kava': 277787.82775},277787.82775,dict_keys(['Kava'])
1379,Weld Finance,Farm,Kava,['Kava'],"{'Kava': 321121.25587, 'Kava-staking': 0, 'pool2': 0, 'staking': 0, 'Kava-pool2': 0}",321121.25587,"dict_keys(['Kava', 'Kava-staking', 'pool2', 'staking', 'Kava-pool2'])"
1380,Sigmausd,Algo-Stables,Ergo,['Ergo'],{'Ergo': 2002608.79369},2002608.79369,dict_keys(['Ergo'])
1381,KSwap,Dexes,Kava,['Kava'],{'Kava': 61055.8062},61055.8062,dict_keys(['Kava'])
1382,3xcalibur,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 4785367.8297},4785367.8297,dict_keys(['Arbitrum'])
1383,Sentiment,Leveraged Farming,Arbitrum,['Arbitrum'],{'Arbitrum': 7948949.75181},7948949.75181,dict_keys(['Arbitrum'])
1384,Cetus,Dexes,Aptos,['Aptos'],{'Aptos': 110647.9235},110647.9235,dict_keys(['Aptos'])
1385,Joe V2,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 28873891.26177, 'Arbitrum': 6979361.50892}",35853252.77069,"dict_keys(['Avalanche', 'Arbitrum'])"
1386,Crypto Lottery,Prediction Market,CSC,['BSC'],"{'KCC': 2.754, 'BSC': 163.43694, 'CSC': 0, 'Avalanche': 1.732, 'Polygon': 48.8376, 'Celo': 0.65428}",217.41482,"dict_keys(['KCC', 'BSC', 'CSC', 'Avalanche', 'Polygon', 'Celo'])"
1387,Perp88,Derivatives,Polygon,['Polygon'],{'Polygon': 517009.99508},517009.99508,dict_keys(['Polygon'])
1388,BAO Baskets,Leveraged Farming,Ethereum,['Ethereum'],"{'Ethereum': 616026.68145, 'pool2': 1789571.70216, 'Ethereum-staking': 702767.51287, 'staking': 702767.51287, 'Ethereum-pool2': 1789571.70216}",5600705.111509999,"dict_keys(['Ethereum', 'pool2', 'Ethereum-staking', 'staking', 'Ethereum-pool2'])"
1389,POISON FINANCE,Synthetics,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 1203606.01396, 'Arbitrum': 310069.24396, 'staking': 1203606.01396}",2717281.27188,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
1390,EMDX,Derivatives,Avalanche,['Avalanche'],{'Avalanche': 39030.49546},39030.49546,dict_keys(['Avalanche'])
1391,Derify Protocol,Dexes,Binance,['BSC'],{'BSC': 28991.92838},28991.92838,dict_keys(['BSC'])
1392,LunaFi,Prediction Market,Polygon,['Polygon'],"{'Polygon': 334387.70765, 'pool2': 69615.65834, 'Polygon-pool2': 69615.65834, 'Polygon-staking': 593497.91724, 'staking': 593497.91724}",1660614.8588099997,"dict_keys(['Polygon', 'pool2', 'Polygon-pool2', 'Polygon-staking', 'staking'])"
1393,zkBob,Privacy,Polygon,['Polygon'],{'Polygon': 407075.58282},407075.58282,dict_keys(['Polygon'])
1394,Bored Candy City,Dexes,Cronos,['Cronos'],"{'Cronos': 553346.65071, 'vesting': 0.02318, 'Cronos-staking': 516727.67613, 'Cronos-vesting': 0.02318, 'staking': 516727.67613}",1586802.04933,"dict_keys(['Cronos', 'vesting', 'Cronos-staking', 'Cronos-vesting', 'staking'])"
1395,Camelot,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 97381156.60369},97381156.60369,dict_keys(['Arbitrum'])
1396,Indigo,CDP,Cardano,['Cardano'],{'Cardano': 18690367.84704},18690367.84704,dict_keys(['Cardano'])
1397,Zharta,NFT Lending,Ethereum,['Ethereum'],{'Ethereum': 144332.94484},144332.94484,dict_keys(['Ethereum'])
1398,Step Exchange,Dexes,Step,['Step'],{'Step': 4221300.47607},4221300.47607,dict_keys(['Step'])
1399,Archly Finance,Dexes,Telos,['Telos'],"{'Optimism': 132302.29116, 'Kava': 20013.82829, 'Kava-staking': 11967.5282, 'Arbitrum Nova-staking': 11547.93364, 'Optimism-staking': 9127.35257, 'Arbitrum Nova': 28286.96211, 'Fantom-staking': 28687.71602, 'Telos-staking': 44438.08274, 'Arbitrum-staking': 33588.6316, 'BSC': 105362.78302, 'BSC-staking': 20971.1018, 'Polygon': 31973.80724, 'Telos': 227563.02551, 'Polygon-staking': 14687.01526, 'Arbitrum': 193560.42135, 'Fantom': 70582.92073, 'staking': 175015.36183}",1159676.76307,"dict_keys(['Optimism', 'Kava', 'Kava-staking', 'Arbitrum Nova-staking', 'Optimism-staking', 'Arbitrum Nova', 'Fantom-staking', 'Telos-staking', 'Arbitrum-staking', 'BSC', 'BSC-staking', 'Polygon', 'Telos', 'Polygon-staking', 'Arbitrum', 'Fantom', 'staking'])"
1400,OpenBook,Dexes,Solana,['Solana'],{'Solana': 4959666.27984},4959666.27984,dict_keys(['Solana'])
1401,Jexchange,Dexes,Elrond,['MultiversX'],{'MultiversX': 66790.25224},66790.25224,dict_keys(['MultiversX'])
1402,KPerp Exchange,Derivatives,Kava,['Kava'],"{'Kava': 0, 'Kava-staking': 480761.47323, 'staking': 480761.47323}",961522.94646,"dict_keys(['Kava', 'Kava-staking', 'staking'])"
1403,Neptune Mutual,Insurance,Ethereum,['Arbitrum'],"{'Ethereum': 229867.56525, 'Arbitrum': 244264.57585}",474132.1411,"dict_keys(['Ethereum', 'Arbitrum'])"
1404,SynFutures,Derivatives,Ethereum,['Polygon'],"{'BSC': 52617.51371, 'Ethereum': 14810.17188, 'Polygon': 70964.38948, 'Arbitrum': 34187.15505}",172579.23012,"dict_keys(['BSC', 'Ethereum', 'Polygon', 'Arbitrum'])"
1405,ParaSpace Lending,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 95193572.89246, 'Ethereum-borrowed': 22098270.32512, 'borrowed': 22098270.32512}",139390113.5427,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1406,HoustonSwap,Dexes,Aptos,['Aptos'],{'Aptos': 147670.63763},147670.63763,dict_keys(['Aptos'])
1407,Bitlend,Lending,Bittorrent,['Bittorrent'],{'Bittorrent': 174.84525},174.84525,dict_keys(['Bittorrent'])
1408,SwapFish,Dexes,Arbitrum,['Arbitrum'],"{'BSC': 72762.67043, 'BSC-staking': 0, 'Arbitrum-staking': 111201.70175, 'Arbitrum': 373147.43859, 'staking': 111201.70175}",668313.51252,"dict_keys(['BSC', 'BSC-staking', 'Arbitrum-staking', 'Arbitrum', 'staking'])"
1409,Mummy Finance,Derivatives,Fantom,['Fantom'],"{'Optimism': 4376565.02143, 'Optimism-staking': 0, 'Fantom-staking': 0, 'staking': 0, 'Fantom': 14087717.8304}",18464282.85183,"dict_keys(['Optimism', 'Optimism-staking', 'Fantom-staking', 'staking', 'Fantom'])"
1410,Equalizer Exchange,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 8756713.22886, 'staking': 8756713.22886, 'Fantom': 33163039.24191}",50676465.69963,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
1411,JulSwap,Dexes,Binance,['BSC'],{'BSC': 938107.24273},938107.24273,dict_keys(['BSC'])
1412,Blur,NFT Marketplace,Ethereum,['Ethereum'],{'Ethereum': 134842003.14975},134842003.14975,dict_keys(['Ethereum'])
1413,DefiEdge,Dexes,Ethereum,['Optimism'],"{'Optimism': 2514389.67766, 'Ethereum': 1672913.47858, 'Polygon': 369701.46538, 'Arbitrum': 797384.32553}",5354388.94715,"dict_keys(['Optimism', 'Ethereum', 'Polygon', 'Arbitrum'])"
1414,ABEL Finance,Lending,Aptos,['Aptos'],"{'Aptos-borrowed': 365673.29774, 'Aptos': 684861.8959, 'borrowed': 365673.29774}",1416208.49138,"dict_keys(['Aptos-borrowed', 'Aptos', 'borrowed'])"
1415,EsdtMarket,Dexes,Elrond,['MultiversX'],{'MultiversX': 9476.43023},9476.43023,dict_keys(['MultiversX'])
1416,STON.fi,Dexes,TON,['TON'],{'TON': 545424.82234},545424.82234,dict_keys(['TON'])
1417,Lodestar Finance,Lending,Arbitrum,['Arbitrum'],{'Arbitrum': 10.6846},10.6846,dict_keys(['Arbitrum'])
1418,BendDAO APE Staking,Staking,Ethereum,['Ethereum'],{'Ethereum': 25597421.11166},25597421.11166,dict_keys(['Ethereum'])
1419,Polycat Dex,Dexes,Polygon,['Polygon'],"{'Polygon': 829570.99886, 'Polygon-staking': 19974.14372, 'staking': 19974.14372}",869519.2863000002,"dict_keys(['Polygon', 'Polygon-staking', 'staking'])"
1420,VaporDex,Dexes,Avalanche,['Avalanche'],{'Avalanche': 952181.0928},952181.0928,dict_keys(['Avalanche'])
1421,Nitron,CDP,Carbon,['Carbon'],{'Carbon': 1941618.13761},1941618.13761,dict_keys(['Carbon'])
1422,JediSwap,Dexes,Starknet,['Starknet'],{'Starknet': 535966.75409},535966.75409,dict_keys(['Starknet'])
1423,10KSwap,Dexes,Starknet,['Starknet'],{'Starknet': 761062.25815},761062.25815,dict_keys(['Starknet'])
1424,RBX,Dexes,Ethereum,['BSC'],"{'pool2': 0, 'BSC-pool2': 0, 'Ethereum-pool2': 0, 'BSC': 866837.0716, 'Ethereum': 56927.46206, 'BSC-staking': 181149.773, 'Ethereum-staking': 145656.47127, 'staking': 326806.24427}",1577377.0222,"dict_keys(['pool2', 'BSC-pool2', 'Ethereum-pool2', 'BSC', 'Ethereum', 'BSC-staking', 'Ethereum-staking', 'staking'])"
1425,El Dorado Exchange,Derivatives,Binance,['BSC'],"{'BSC': 1197925.27706, 'Arbitrum': 1050497.40145}",2248422.67851,"dict_keys(['BSC', 'Arbitrum'])"
1426,InfiniTORR,Dexes,Bittorrent,['Bittorrent'],{'Bittorrent': 1660.34533},1660.34533,dict_keys(['Bittorrent'])
1427,KyotoSwap,Dexes,Binance,['BSC'],{'BSC': 1687511.21725},1687511.21725,dict_keys(['BSC'])
1428,Level Finance,Derivatives,Binance,['BSC'],"{'BSC': 26309753.8783, 'pool2': 2503328.54541, 'BSC-pool2': 2503328.54541}",31316410.96912,"dict_keys(['BSC', 'pool2', 'BSC-pool2'])"
1429,BonqDAO,Lending,Polygon,['Polygon'],"{'Polygon': 1157.86978, 'Polygon-staking': 65849.9106, 'staking': 65849.9106}",132857.69098,"dict_keys(['Polygon', 'Polygon-staking', 'staking'])"
1430,Gamut Exchange,Dexes,Kava,['Kava'],{'Kava': 12622.14036},12622.14036,dict_keys(['Kava'])
1431,Tender Finance,Lending,Arbitrum,['Arbitrum'],"{'Arbitrum-borrowed': 1221852.70091, 'Arbitrum': 1847526.59822, 'borrowed': 1221852.70091}",4291232.00004,"dict_keys(['Arbitrum-borrowed', 'Arbitrum', 'borrowed'])"
1432,Dexit Finance Swap,Dexes,Dexit,['Dexit'],{'Dexit': 131326.6217},131326.6217,dict_keys(['Dexit'])
1433,MahaLend,Lending,Ethereum,['Ethereum'],"{'Ethereum': 51458.06577, 'Ethereum-borrowed': 88519.34009, 'borrowed': 88519.34009}",228496.74595,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1434,Based V1,Algo-Stables,Fantom,['Fantom'],"{'Fantom-staking': 162808.49133, 'treasury': 118359.02301, 'Fantom-treasury': 118359.02301, 'staking': 162808.49133, 'Fantom': 680024.40579}",1242359.43447,"dict_keys(['Fantom-staking', 'treasury', 'Fantom-treasury', 'staking', 'Fantom'])"
1435,NEOPIN Pool,Dexes,Klaytn,['Klaytn'],"{'Polygon': 147051.06778, 'Klaytn': 3930182.57034}",4077233.6381200003,"dict_keys(['Polygon', 'Klaytn'])"
1436,Inverse Finance FiRM,CDP,Ethereum,['Ethereum'],{'Ethereum': 1049257.78991},1049257.78991,dict_keys(['Ethereum'])
1437,mySwap,Dexes,Starknet,['Starknet'],{'Starknet': 764247.85191},764247.85191,dict_keys(['Starknet'])
1438,Aptin Finance,Lending,Aptos,['Aptos'],"{'Aptos-borrowed': 66032.3128, 'Aptos': 328824.34547, 'borrowed': 66032.3128}",460888.97107,"dict_keys(['Aptos-borrowed', 'Aptos', 'borrowed'])"
1439,Proteo Defi,Farm,Elrond,['MultiversX'],"{'pool2': 0, 'MultiversX-pool2': 0, 'MultiversX': 4341173.17302}",4341173.17302,"dict_keys(['pool2', 'MultiversX-pool2', 'MultiversX'])"
1440,RAIDSHIFT Marketplace,Dexes,Tron,['Tron'],{'Tron': 217.13715},217.13715,dict_keys(['Tron'])
1441,OreoSwap,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 411889.62561, 'Arbitrum': 1961948.31263, 'staking': 411889.62561}",2785727.56385,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
1442,Y2K Finance,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 0, 'Arbitrum': 867145.56675, 'staking': 0}",867145.56675,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
1443,ABcDeFX,Dexes,Echelon,['Kava'],"{'Echelon': 0, 'Kava': 12010.36418, 'KCC': 2036.22842, 'MultiVAC': 650.01541, 'Fantom': 88.45313}",14785.06114,"dict_keys(['Echelon', 'Kava', 'KCC', 'MultiVAC', 'Fantom'])"
1444,Camel Farm,Farm,Arbitrum,['Arbitrum'],"{'pool2': 4.61736, 'Arbitrum-staking': 23.13693, 'Arbitrum': 34.78093, 'Arbitrum-pool2': 4.61736, 'staking': 23.13693}",90.28951,"dict_keys(['pool2', 'Arbitrum-staking', 'Arbitrum', 'Arbitrum-pool2', 'staking'])"
1445,Optim Finance,Lending,Cardano,['Cardano'],{'Cardano': 3026636.6318},3026636.6318,dict_keys(['Cardano'])
1446,Velvet.Capital,Indexes,Binance,['BSC'],{'BSC': 209770.53407},209770.53407,dict_keys(['BSC'])
1447,RociFi V2,Lending,Polygon,['Polygon'],"{'Polygon': 25182.44984, 'Polygon-borrowed': 20896.1218, 'borrowed': 20896.1218}",66974.69344,"dict_keys(['Polygon', 'Polygon-borrowed', 'borrowed'])"
1448,Contango,Derivatives,Ethereum,['Arbitrum'],"{'Ethereum': 0, 'Arbitrum': 94955.81408}",94955.81408,"dict_keys(['Ethereum', 'Arbitrum'])"
1449,Metronome Synth,Synthetics,Ethereum,['Ethereum'],{'Ethereum': 2602999.11367},2602999.11367,dict_keys(['Ethereum'])
1450,Bluefin,Derivatives,Arbitrum,['Arbitrum'],{'Arbitrum': 1273407.83483},1273407.83483,dict_keys(['Arbitrum'])
1451,Harbor Protocol,CDP,Comdex,['Comdex'],{'Comdex': 1179518.01789},1179518.01789,dict_keys(['Comdex'])
1452,KMex,Derivatives,Kava,['Kava'],"{'Kava': 478.19526, 'Kava-staking': 0.97238, 'staking': 0.97238}",480.14002,"dict_keys(['Kava', 'Kava-staking', 'staking'])"
1453,Garble.Money,Privacy,Tron,['Tron'],{'Tron': 8258.407},8258.407,dict_keys(['Tron'])
1454,Syrup Finance,Derivatives,Binance,['BSC'],"{'BSC': 2565.01697, 'BSC-staking': 50.07778, 'staking': 50.07778}",2665.1725300000003,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
1455,MessinaOne,Cross Chain,Algorand,['Ethereum'],"{'Ethereum': 221031.99577, 'Cronos': 481.21312, 'Algorand': 33153.09709}",254666.30598,"dict_keys(['Ethereum', 'Cronos', 'Algorand'])"
1456,Gyroscope Protocol,Dexes,Polygon,['Polygon'],{'Polygon': 91312.14183},91312.14183,dict_keys(['Polygon'])
1457,Solidly V2,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 45386579.66822, 'Ethereum-staking': 84795993.75615, 'staking': 84795993.75615}",214978567.18052,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
1458,NestFi,Derivatives,Binance,['Ethereum'],"{'BSC': 1060742.07907, 'Ethereum': 19468798.98508}",20529541.064149998,"dict_keys(['BSC', 'Ethereum'])"
1459,cSwap,Dexes,Comdex,['Comdex'],{'Comdex': 1000802.19429},1000802.19429,dict_keys(['Comdex'])
1460,Tegro Finance,Dexes,TON,['TON'],{'TON': 176708.15417},176708.15417,dict_keys(['TON'])
1461,Pulsar Swap,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 433329.04435, 'Arbitrum': 215462.01419}",648791.05854,"dict_keys(['Ethereum', 'Arbitrum'])"
1462,Inbuilt Finance,Staking,Kava,['Kava'],{'Kava': 930.87939},930.87939,dict_keys(['Kava'])
1463,Decryption,Dexes,Tlchain,['Tlchain'],{'Tlchain': 16430361.25185},16430361.25185,dict_keys(['Tlchain'])
1464,Thena,Dexes,Binance,['BSC'],{'BSC': 99500988.94349},99500988.94349,dict_keys(['BSC'])
1465,Polaris Finance,Dexes,Aurora,['Aurora'],"{'Aurora-staking': 223475.50879, 'Aurora': 471221.36815, 'staking': 223475.50879}",918172.38573,"dict_keys(['Aurora-staking', 'Aurora', 'staking'])"
1466,FootballManager,Gaming,Arbitrum,['Arbitrum'],{'Arbitrum': 0},0.0,dict_keys(['Arbitrum'])
1467,SugarSwap,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 2.45112, 'Arbitrum': 13530.9461, 'staking': 2.45112}",13535.848339999999,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
1468,Waterfall DEX,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 0, 'Arbitrum': 7017.38782, 'staking': 0}",7017.38782,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
1469,BayMax,Derivatives,Avalanche,['Avalanche'],"{'Avalanche': 453075.05367, 'Avalanche-staking': 156600.30976, 'staking': 156600.30976}",766275.67319,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
1470,Y2B Finance,Derivatives,Ethereum,['Ethereum'],{'Ethereum': 0},0.0,dict_keys(['Ethereum'])
1471,BullionFX,Dexes,Ethereum,['Ethereum'],{'Ethereum': 53823.78497},53823.78497,dict_keys(['Ethereum'])
1472,Lif3 Trade,Derivatives,Fantom,['Fantom'],"{'BSC': 273564.99138, 'Fantom': 1108120.6763}",1381685.66768,"dict_keys(['BSC', 'Fantom'])"
1473,Deflex,Dexes,Algorand,['Algorand'],{'Algorand': 65254.71614},65254.71614,dict_keys(['Algorand'])
1474,Omax Swap,Dexes,Omax,['Omax'],{'Omax': 0.00436},0.00436,dict_keys(['Omax'])
1475,DeltaPrime,Leveraged Farming,Avalanche,['Avalanche'],{'Avalanche': 11532121.13234},11532121.13234,dict_keys(['Avalanche'])
1476,Tonic,Dexes,Near,['Near'],{'Near': 285174.11064},285174.11064,dict_keys(['Near'])
1477,Forthewin Network,Dexes,NEO,['NEO'],{'NEO': 1210939.37096},1210939.37096,dict_keys(['NEO'])
1478,MYSO,Lending,Ethereum,['Ethereum'],"{'Ethereum': 335280.69274, 'Arbitrum': 0}",335280.69274,"dict_keys(['Ethereum', 'Arbitrum'])"
1479,GumBall Protocol,NFT Marketplace,Arbitrum,['Arbitrum'],{'Arbitrum': 677983.24791},677983.24791,dict_keys(['Arbitrum'])
1480,DAM Finance,CDP,Ethereum,['Ethereum'],{'Ethereum': 245890.59207},245890.59207,dict_keys(['Ethereum'])
1481,BrightSide,Dexes,Milkomeda A1,['Milkomeda A1'],{'Milkomeda A1': 2109.15368},2109.15368,dict_keys(['Milkomeda A1'])
1482,FlatCoin DEX,Farm,Tron,['Tron'],{'Tron': 126.17153},126.17153,dict_keys(['Tron'])
1483,Zeniq Swap,Dexes,Zeniq,['Zeniq'],{'Zeniq': 1305513.70732},1305513.70732,dict_keys(['Zeniq'])
1484,CALC,Services,Kujira,['Kujira'],{'Kujira': 40133.46281},40133.46281,dict_keys(['Kujira'])
1485,Black Whale,Yield,Kujira,['Kujira'],{'Kujira': 216364.10804},216364.10804,dict_keys(['Kujira'])
1486,FIN,Dexes,Kujira,['Kujira'],{'Kujira': 1673775.27106},1673775.27106,dict_keys(['Kujira'])
1487,Bow,Yield,Kujira,['Kujira'],{'Kujira': 2407537.05989},2407537.05989,dict_keys(['Kujira'])
1488,USK,CDP,Kujira,['Kujira'],{'Kujira': 2210218.95849},2210218.95849,dict_keys(['Kujira'])
1489,Tethys Perpetual,Derivatives,Metis,['Metis'],"{'Metis': 389573.07915, 'Metis-staking': 1132112.90657, 'staking': 1132112.90657}",2653798.8922900003,"dict_keys(['Metis', 'Metis-staking', 'staking'])"
1490,xBacked,CDP,Algorand,['Algorand'],{'Algorand': 23474.94585},23474.94585,dict_keys(['Algorand'])
1491,Commodo,Lending,Comdex,['Comdex'],"{'Comdex': 133378.20757, 'Comdex-borrowed': 41919.97045, 'borrowed': 41919.97045}",217218.14847,"dict_keys(['Comdex', 'Comdex-borrowed', 'borrowed'])"
1492,Metropolis,Dexes,Fantom,['Fantom'],{'Fantom': 17197.65753},17197.65753,dict_keys(['Fantom'])
1493,Doglands Swap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 0},0.0,dict_keys(['Dogechain'])
1494,FunDex,Dexes,Optimism,['Arbitrum'],"{'Optimism': 43472.65319, 'Kava': 120108.84104, 'Arbitrum': 135507.05167}",299088.5459,"dict_keys(['Optimism', 'Kava', 'Arbitrum'])"
1495,Unlockd,Lending,Ethereum,['Ethereum'],"{'Ethereum': 197362.72722, 'Ethereum-borrowed': 33116.32597, 'borrowed': 33116.32597}",263595.37916,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1496,ZKasino,Prediction Market,Binance,['BSC'],"{'BSC': 92436.51236, 'Polygon': 20952.54239, 'Fantom': 13181.1085}",126570.16325,"dict_keys(['BSC', 'Polygon', 'Fantom'])"
1497,RubyDex,Derivatives,Arbitrum,['Arbitrum'],{'Arbitrum': 61622.80162},61622.80162,dict_keys(['Arbitrum'])
1498,Pine Protocol,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 252888.57279, 'Ethereum-borrowed': 150986.16017, 'borrowed': 150986.16017}",554860.89313,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1499,WYND DEX,Dexes,Juno,['Juno'],"{'Juno-staking': 4633308.27774, 'Juno': 4115793.18221, 'staking': 4633308.27774}",13382409.73769,"dict_keys(['Juno-staking', 'Juno', 'staking'])"
1500,Spice Finance,NFT Lending,Ethereum,['Ethereum'],{'Ethereum': 584011.00667},584011.00667,dict_keys(['Ethereum'])
1501,Cap V4,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 6500863.56474, 'Arbitrum': 1324037.20496, 'staking': 6500863.56474}",14325764.33444,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
1502,Zyberswap AMM,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 4643539.70463, 'Arbitrum': 18748314.61447, 'staking': 4643539.70463}",28035394.02373,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
1503,Cranium Exchange,Derivatives,Fantom,['Fantom'],"{'Fantom-staking': 0, 'staking': 0, 'Fantom': 156450.62334}",156450.62334,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
1504,Bitindi Dex,Dexes,Bitindi,['Bitindi'],{'Bitindi': 1430498.80666},1430498.80666,dict_keys(['Bitindi'])
1505,Obric,Dexes,Aptos,['Aptos'],{'Aptos': 8141.65897},8141.65897,dict_keys(['Aptos'])
1506,AdaSwap,Dexes,Milkomeda,['Milkomeda C1'],{'Milkomeda C1': 67963.93507},67963.93507,dict_keys(['Milkomeda C1'])
1507,Vela Exchange,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 18445910.05841, 'Arbitrum': 48703764.43425, 'staking': 18445910.05841}",85595584.55107,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
